,transactionDate,transactionDescriptions,transactionAmount,transactionType,transactionBalance,inDebt,transactionError
24,07/03,"['12Mar_', '$B10501803122629', 'MIS IFS CAPITAL LIMITED STS']",38222.0,Credit,603009.25,False,False
25,07/03,['CLEARING CHEQUE 908811'],8025.0,Debit,594984.25,False,False
26,07/03,['CLEARING CHEQUE 908810'],3808.57,Debit,591175.68,False,False
27,07/03,['CLEARING CHEQUE 908804'],203.3,Debit,590972.38,False,False
28,07/03,['CLEARING CHEQUE 808798'],39326.75,Debit,551645.63,False,False
29,07/03,['CLEARING CHEQUE 08808'],2880.0,Debit,548765.63,False,False
30,07/03,['5'],960.86,Debit,547804.77,False,False
31,12/03,['CLEARING CHEQUE 908728'],791.2,Debit,547013.57,False,False
32,12/03,['CLEARING CHEQUE 908809'],31490.1,Debit,515523.47,False,False
33,13/03,['CLEARING CHEQUE 908796'],1800.0,Debit,51629.47,False,True
34,13/03,['CLEARING CHEQUE 908819'],8000.0,,,False,True
